Garage Finish,Screen Porch,Enclosed Porch,Total Bsmt SF,Sale Type,Land Contour,Lot Area,BsmtFin SF 2,Overall Cond,Functional,Exter Qual,Foundation,Sale Condition,Year Built,Mas Vnr Area,SalePrice,Pool Area,Neighborhood,Street,Kitchen Qual,Bsmt Cond,BsmtFin Type 2,Fireplaces,Paved Drive,Bedroom AbvGr,Mas Vnr Type,Exterior 2nd,Kitchen AbvGr,Low Qual Fin SF,House Style,MS Zoning,Garage Area,Roof Style,Bsmt Unf SF,Electrical,TotRms AbvGrd,Garage Yr Blt,Roof Matl,Condition 1,Garage Qual,BsmtFin SF 1,2nd Flr SF,Yr Sold,Central Air,Condition 2,Bsmt Exposure,Year Remod/Add,Gr Liv Area,Open Porch SF,MS SubClass,Heating QC,BsmtFin Type 1,Exter Cond,3Ssn Porch,Garage Cond,Lot Config,Land Slope,Misc Val,Lot Frontage,Bsmt Qual,Garage Cars,Wood Deck SF,Full Bath,Garage Type,Half Bath,Bldg Type,Lot Shape,1st Flr SF,Exterior 1st,Overall Qual,Mo Sold,Bsmt Full Bath,Heating
Unf,0,0,650.0,WD ,Lvl,9000,0.0,9,Typ,TA,PConc,Normal,1920,0.0,143000,0,OldTown,Pave,TA,TA,Unf,0,Y,3,None,VinylSd,1,0,2Story,RM,324.0,Hip,26.0,SBrkr,7,1930.0,CompShg,Artery,TA,624.0,650,2009,Y,Norm,No,1988,1482,0,70,Ex,ALQ,Gd,0,TA,Inside,Gtl,0,50.0,TA,2.0,0,1,Detchd,0,1Fam,Reg,832,VinylSd,7,7,0.0,GasA
RFn,0,0,1602.0,WD ,Lvl,9938,0.0,5,Typ,Gd,PConc,Normal,1994,251.0,226500,0,SawyerW,Pave,Gd,TA,Unf,1,Y,3,BrkFace,HdBoard,1,0,1Story,RL,534.0,Gable,331.0,SBrkr,7,1994.0,CompShg,Norm,TA,1271.0,0,2008,Y,Norm,No,1994,1626,40,20,Ex,GLQ,TA,0,TA,Inside,Gtl,0,80.0,Gd,2.0,424,2,Attchd,1,1Fam,Reg,1626,HdBoard,7,4,1.0,GasA
RFn,0,0,1008.0,WD ,Lvl,9723,0.0,7,Typ,TA,CBlock,Normal,1963,332.0,135000,0,NAmes,Pave,TA,TA,Unf,0,Y,2,BrkFace,MetalSd,1,0,1Story,RL,430.0,Hip,1008.0,SBrkr,5,1963.0,CompShg,Norm,TA,0.0,0,2006,Y,Norm,No,1963,1008,0,20,TA,Unf,TA,0,TA,Corner,Gtl,0,109.0,TA,2.0,0,1,Attchd,0,1Fam,IR1,1008,MetalSd,6,10,0.0,GasA
Fin,0,0,384.0,WD ,Lvl,7706,270.0,5,Typ,TA,CBlock,Normal,1993,0.0,131250,0,Mitchel,Pave,TA,TA,GLQ,0,Y,2,None,HdBoard,1,0,SLvl,RL,429.0,Gable,0.0,SBrkr,5,1993.0,CompShg,Norm,TA,114.0,0,2009,Y,Norm,Av,1996,1091,0,80,Ex,Rec,Gd,0,TA,Inside,Gtl,700,62.0,Gd,1.0,280,1,Attchd,0,1Fam,Reg,1091,HdBoard,6,8,0.0,GasA
Fin,0,0,2444.0,WD ,Lvl,21535,0.0,6,Typ,Ex,PConc,Normal,1994,1170.0,755000,0,NoRidge,Pave,Ex,TA,Unf,2,Y,4,BrkFace,HdBoard,1,0,2Story,RL,832.0,Gable,989.0,SBrkr,10,1994.0,WdShngl,Norm,TA,1455.0,1872,2007,Y,Norm,Gd,1995,4316,50,60,Ex,GLQ,TA,0,TA,Corner,Gtl,0,104.0,Ex,3.0,382,3,Attchd,1,1Fam,IR1,2444,HdBoard,10,1,0.0,GasA
Unf,0,0,1142.0,WD ,Lvl,7733,0.0,5,Typ,TA,PConc,Normal,2005,0.0,139500,0,SawyerW,Pave,Gd,TA,Unf,0,Y,3,None,VinylSd,1,0,1Story,RL,0.0,Gable,1118.0,SBrkr,5,2005.0,CompShg,Norm,TA,24.0,0,2006,Y,Norm,Mn,2005,1142,50,20,Ex,GLQ,TA,0,TA,Inside,Gtl,0,74.0,TA,0.0,4,1,Attchd,1,1Fam,IR1,1142,VinylSd,6,1,0.0,GasA
Unf,0,0,525.0,WD ,Lvl,2760,0.0,5,Typ,TA,CBlock,Normal,1973,514.0,105500,0,BrDale,Pave,TA,TA,Unf,0,Y,3,BrkFace,HdBoard,1,0,2Story,RM,440.0,Gable,525.0,SBrkr,6,1973.0,CompShg,Norm,TA,0.0,567,2006,Y,Norm,No,1973,1092,0,160,TA,Unf,TA,0,TA,Inside,Gtl,0,24.0,TA,2.0,0,1,Detchd,1,TwnhsE,Reg,525,HdBoard,6,12,0.0,GasA
Fin,0,0,978.0,WD ,Lvl,10762,0.0,5,Typ,Gd,PConc,Normal,1999,344.0,225000,0,Gilbert,Pave,Gd,TA,Unf,1,Y,3,None,VinylSd,1,0,2Story,RL,490.0,Gable,284.0,SBrkr,9,1999.0,CompShg,Norm,TA,694.0,978,2009,Y,Norm,No,1999,1983,0,60,Ex,GLQ,TA,0,TA,CulDSac,Gtl,0,69.2075858534085,Gd,2.0,0,2,Attchd,1,1Fam,IR1,1005,VinylSd,7,5,0.0,GasA
RFn,0,0,588.0,WD ,Lvl,10482,0.0,8,Typ,TA,CBlock,Normal,1958,63.0,145000,0,NAmes,Pave,TA,TA,Unf,0,Y,3,BrkFace,VinylSd,1,0,SLvl,RL,264.0,Hip,81.0,SBrkr,6,1958.0,CompShg,Norm,TA,507.0,0,2007,Y,Norm,Av,1958,1138,0,80,Ex,GLQ,Gd,0,TA,Inside,Gtl,0,65.0,TA,1.0,224,1,Attchd,0,1Fam,Reg,1138,VinylSd,6,6,0.0,GasA
Unf,0,0,624.0,WD ,Lvl,8520,0.0,8,Typ,TA,BrkTil,Normal,1928,0.0,105900,0,OldTown,Pave,TA,TA,Unf,0,Y,2,None,VinylSd,1,0,1Story,RM,484.0,Gable,624.0,SBrkr,5,2005.0,CompShg,Norm,TA,0.0,0,2010,Y,Norm,No,2003,720,0,30,Gd,Unf,Gd,0,TA,Inside,Gtl,0,60.0,TA,2.0,106,1,Detchd,0,1Fam,Reg,720,VinylSd,6,5,0.0,GasA
Unf,0,0,796.0,WD ,Lvl,14115,0.0,5,Typ,TA,Wood,Normal,1993,0.0,143000,0,Mitchel,Pave,TA,TA,Unf,0,Y,1,None,VinylSd,1,0,1.5Fin,RL,480.0,Gable,64.0,SBrkr,5,1993.0,CompShg,Norm,TA,732.0,566,2009,Y,Norm,No,1995,1362,30,50,Ex,GLQ,TA,320,TA,Inside,Gtl,700,85.0,Gd,2.0,40,1,Attchd,1,1Fam,IR1,796,VinylSd,5,10,1.0,GasA
Unf,0,0,1024.0,WD ,Lvl,9503,374.0,5,Min1,TA,CBlock,Normal,1958,0.0,144000,0,NAmes,Pave,TA,TA,Rec,1,Y,2,None,HdBoard,1,0,1Story,RL,484.0,Hip,193.0,SBrkr,6,1970.0,CompShg,Norm,TA,457.0,0,2007,Y,Norm,No,1983,1344,28,20,TA,ALQ,TA,0,TA,Inside,Gtl,0,69.2075858534085,TA,1.0,316,1,Detchd,0,1Fam,Reg,1344,HdBoard,5,6,1.0,GasA
Unf,0,0,912.0,WD ,Lvl,8125,456.0,7,Typ,Gd,CBlock,Normal,1965,0.0,135000,0,NAmes,Pave,TA,TA,Rec,0,Y,3,None,HdBoard,1,0,1Story,RL,576.0,Hip,196.0,SBrkr,5,1978.0,CompShg,Norm,TA,260.0,0,2008,Y,Norm,No,2005,925,0,20,Ex,ALQ,TA,0,TA,Inside,Gtl,0,65.0,TA,2.0,233,1,Detchd,0,1Fam,Reg,925,HdBoard,5,7,1.0,GasA
RFn,0,0,779.0,CWD,Lvl,9317,0.0,5,Typ,Gd,PConc,Normal,1994,0.0,220000,0,SawyerW,Pave,Gd,Gd,Unf,1,Y,3,None,VinylSd,1,0,2Story,RL,499.0,Gable,282.0,SBrkr,7,1994.0,CompShg,Norm,TA,497.0,929,2007,Y,Norm,No,2001,1958,93,60,Ex,GLQ,Gd,0,TA,Inside,Gtl,0,75.0,Gd,2.0,202,2,Attchd,1,1Fam,Reg,1029,VinylSd,7,7,1.0,GasA
Unf,113,0,901.0,WD ,HLS,12400,0.0,6,Typ,TA,CBlock,Normal,1940,0.0,194000,0,Crawfor,Pave,TA,TA,Unf,1,Y,2,None,Wd Sdng,1,0,1.5Fin,RL,410.0,Gable,299.0,SBrkr,7,1940.0,CompShg,Norm,TA,602.0,592,2006,Y,Norm,Mn,1950,1717,0,50,TA,BLQ,TA,0,TA,Inside,Mod,0,80.0,Gd,1.0,0,1,Attchd,1,1Fam,Reg,1125,Wd Sdng,5,2,0.0,GasA
Fin,0,0,1372.0,New,Lvl,8640,0.0,5,Typ,Gd,PConc,Partial,2007,0.0,250580,0,Somerst,Pave,Gd,TA,Unf,0,Y,3,None,VinylSd,1,0,1Story,FV,529.0,Gable,1372.0,SBrkr,6,2008.0,CompShg,Norm,TA,0.0,0,2008,Y,Norm,No,2008,1372,140,20,Ex,Unf,TA,0,TA,Inside,Gtl,0,72.0,Ex,2.0,0,2,Attchd,0,1Fam,Reg,1372,VinylSd,7,5,0.0,GasA
Unf,0,158,912.0,WD ,Lvl,7407,0.0,7,Typ,TA,CBlock,Normal,1957,0.0,149700,0,OldTown,Pave,TA,TA,Unf,0,Y,2,None,MetalSd,1,0,1Story,RM,923.0,Gable,312.0,FuseA,6,1957.0,CompShg,Artery,TA,600.0,0,2010,Y,Norm,No,1996,1236,158,20,TA,GLQ,TA,0,TA,Inside,Gtl,0,90.0,TA,2.0,0,1,Attchd,0,1Fam,Reg,1236,MetalSd,6,4,1.0,GasA
Unf,0,0,1050.0,WD ,Lvl,9600,0.0,6,Typ,TA,CBlock,Normal,1956,0.0,128900,0,NAmes,Pave,TA,TA,Unf,0,Y,2,None,MetalSd,1,0,1Story,RL,338.0,Hip,546.0,SBrkr,5,1956.0,CompShg,Norm,TA,504.0,0,2009,Y,Norm,No,1956,1050,0,20,Gd,Rec,TA,0,TA,Inside,Gtl,0,80.0,TA,1.0,0,1,Attchd,0,1Fam,Reg,1050,MetalSd,5,6,0.0,GasA
Fin,0,0,1234.0,New,Lvl,12438,0.0,5,Typ,Ex,PConc,Partial,2006,466.0,361919,0,StoneBr,Pave,Ex,Gd,Unf,1,Y,4,BrkFace,VinylSd,1,0,2Story,RL,666.0,Hip,1234.0,SBrkr,10,2006.0,CompShg,Norm,TA,0.0,1312,2006,Y,Norm,No,2006,2576,100,60,Ex,Unf,TA,0,TA,Inside,Gtl,0,82.0,Ex,3.0,324,2,BuiltIn,1,1Fam,IR1,1264,VinylSd,8,7,0.0,GasA
Unf,0,0,960.0,WD ,Lvl,2645,0.0,5,Typ,Gd,PConc,Normal,1999,466.0,170000,0,Somerst,Pave,Gd,TA,Unf,0,Y,3,BrkFace,MetalSd,1,0,2Story,FV,480.0,Gable,348.0,SBrkr,7,1999.0,CompShg,Norm,TA,612.0,624,2008,Y,Norm,No,1999,1586,0,160,Ex,GLQ,TA,0,TA,Inside,Gtl,0,24.0,Gd,2.0,169,2,Detchd,1,Twnhs,Reg,962,MetalSd,8,12,1.0,GasA
Unf,0,0,1377.0,WD ,Lvl,8000,154.0,5,Typ,TA,CBlock,Normal,1960,0.0,156500,0,NAmes,Pave,TA,TA,Rec,2,Y,3,None,BrkFace,1,0,1Story,RL,351.0,Hip,125.0,SBrkr,6,1965.0,CompShg,Norm,TA,1098.0,0,2007,Y,Norm,No,1960,1377,0,20,TA,BLQ,TA,0,TA,Inside,Gtl,0,80.0,TA,1.0,0,1,Attchd,0,1Fam,Reg,1377,BrkFace,5,11,1.0,GasA
Fin,0,0,2000.0,WD ,Lvl,10386,0.0,5,Typ,Gd,PConc,Normal,2004,246.0,305900,0,CollgCr,Pave,Gd,TA,Unf,0,Y,3,Stone,CmentBd,1,0,1Story,RL,888.0,Gable,536.0,SBrkr,8,2004.0,CompShg,Norm,TA,1464.0,0,2007,Y,Norm,No,2005,2000,0,20,Ex,GLQ,TA,0,TA,Inside,Gtl,0,80.0,Gd,3.0,168,2,Attchd,0,1Fam,Reg,2000,CemntBd,8,7,1.0,GasA
Unf,0,0,420.0,WD ,HLS,5330,0.0,7,Typ,Fa,CBlock,Normal,1940,0.0,82500,0,BrkSide,Pave,Fa,TA,Unf,0,Y,2,None,VinylSd,1,0,1Story,RL,0.0,Hip,140.0,SBrkr,5,1940.0,CompShg,Norm,TA,280.0,0,2009,Y,Norm,No,1950,708,0,30,Gd,LwQ,TA,0,TA,Inside,Gtl,0,50.0,TA,0.0,164,1,Attchd,0,1Fam,Reg,708,VinylSd,4,12,0.0,GasA
Unf,0,96,864.0,WD ,Lvl,5604,0.0,6,Typ,TA,CBlock,Normal,1925,0.0,98000,0,Edwards,Pave,TA,TA,Unf,0,Y,2,None,Stucco,1,0,1Story,RL,0.0,Gable,396.0,FuseA,5,1925.0,CompShg,Norm,TA,468.0,0,2008,N,Norm,No,1950,864,0,30,TA,Rec,TA,0,TA,Inside,Gtl,0,67.0,TA,0.0,0,1,Attchd,0,1Fam,Reg,864,Stucco,5,4,1.0,GasA
Unf,0,0,850.0,WD ,Lvl,11690,0.0,5,Typ,Gd,PConc,Normal,1999,192.0,207000,0,CollgCr,Pave,Gd,TA,Unf,1,Y,3,BrkFace,VinylSd,1,0,2Story,RL,560.0,Gable,850.0,SBrkr,7,1999.0,CompShg,Norm,TA,0.0,878,2008,Y,Norm,Av,2000,1764,29,60,Ex,Unf,TA,0,TA,Inside,Gtl,0,96.0,Gd,2.0,120,2,Attchd,1,1Fam,IR1,886,VinylSd,8,6,0.0,GasA
Unf,0,0,741.0,WD ,Lvl,13200,0.0,6,Typ,TA,CBlock,Normal,1963,234.0,202500,0,IDOTRR,Pave,TA,TA,Unf,1,Y,5,BrkFace,HdBoard,1,0,SLvl,RM,658.0,Gable,366.0,SBrkr,9,1963.0,CompShg,Norm,TA,375.0,797,2007,Y,Norm,No,1963,2294,110,80,Fa,BLQ,TA,0,TA,Corner,Gtl,0,120.0,TA,2.0,0,3,Attchd,0,1Fam,Reg,1497,HdBoard,6,4,0.0,GasA
Fin,0,0,926.0,WD ,Lvl,9535,0.0,5,Typ,TA,PConc,Normal,1998,0.0,195500,0,Gilbert,Pave,TA,TA,Unf,0,Y,3,None,VinylSd,1,0,2Story,RL,472.0,Gable,75.0,SBrkr,7,1998.0,CompShg,Norm,TA,851.0,678,2008,Y,Norm,Gd,1998,1604,82,60,Ex,GLQ,TA,0,TA,Inside,Gtl,0,59.0,Gd,2.0,100,2,Attchd,1,1Fam,IR1,926,VinylSd,6,5,0.0,GasA
Fin,0,0,561.0,WD ,Lvl,1612,0.0,6,Typ,TA,CBlock,Normal,1980,0.0,121000,0,Blueste,Pave,TA,TA,Unf,1,Y,2,None,MetalSd,1,0,2Story,RM,462.0,Gable,561.0,SBrkr,5,1980.0,CompShg,Norm,TA,0.0,668,2009,Y,Norm,No,1980,1229,0,160,TA,Unf,TA,0,TA,Inside,Gtl,0,24.0,Gd,2.0,154,1,Attchd,1,Twnhs,Reg,561,MetalSd,6,7,0.0,GasA
Unf,0,0,1362.0,WD ,Lvl,17043,0.0,5,Typ,TA,CBlock,Normal,1979,0.0,181000,0,NWAmes,Pave,TA,Fa,Unf,1,Y,3,None,HdBoard,1,0,1Story,RL,435.0,Gable,1362.0,SBrkr,7,1979.0,CompShg,Norm,TA,0.0,0,2009,Y,Norm,No,1998,1586,0,20,TA,Unf,Gd,0,TA,CulDSac,Gtl,0,48.0,Gd,2.0,192,2,Attchd,0,1Fam,IR1,1586,HdBoard,6,1,0.0,GasA
RFn,0,0,1482.0,WD ,Low,16196,0.0,5,Typ,Gd,PConc,Normal,1998,0.0,215000,0,SawyerW,Pave,Gd,TA,Unf,1,Y,3,None,VinylSd,1,0,1Story,RL,514.0,Gable,39.0,SBrkr,5,1998.0,CompShg,Norm,TA,1443.0,0,2007,Y,Norm,Gd,1998,1494,25,20,Ex,GLQ,TA,0,TA,Inside,Gtl,0,69.2075858534085,Gd,2.0,402,2,Attchd,0,1Fam,IR3,1494,VinylSd,7,8,1.0,GasA
RFn,0,0,1314.0,WD ,Lvl,9317,0.0,5,Typ,Gd,PConc,Normal,2006,0.0,176432,0,CollgCr,Pave,Gd,TA,Unf,1,Y,3,None,VinylSd,1,0,1Story,RL,440.0,Gable,1290.0,SBrkr,6,2006.0,CompShg,Norm,TA,24.0,0,2007,Y,Norm,No,2006,1314,22,20,Gd,GLQ,TA,0,TA,Inside,Gtl,0,78.0,Gd,2.0,0,2,Attchd,0,1Fam,IR1,1314,VinylSd,6,3,0.0,GasA
Fin,0,0,864.0,WD ,Lvl,7130,0.0,6,Typ,TA,PConc,Normal,1967,0.0,130000,0,NAmes,Pave,TA,TA,Unf,0,Y,2,None,HdBoard,1,0,1Story,RL,312.0,Gable,216.0,SBrkr,5,1967.0,CompShg,Norm,TA,648.0,0,2009,Y,Norm,No,1967,864,0,20,TA,BLQ,TA,0,TA,Inside,Gtl,0,62.0,TA,1.0,0,1,Attchd,0,1Fam,Reg,864,HdBoard,5,6,0.0,GasA
Fin,0,0,530.0,WD ,Lvl,1533,0.0,5,Typ,TA,CBlock,Normal,1970,0.0,106500,0,MeadowV,Pave,TA,TA,Unf,0,Y,2,None,CmentBd,1,0,SLvl,RM,297.0,Gable,27.0,SBrkr,4,1970.0,CompShg,Norm,TA,503.0,462,2007,Y,Norm,Av,1970,992,97,180,TA,GLQ,TA,0,TA,Inside,Gtl,0,69.2075858534085,Gd,1.0,112,1,BuiltIn,0,Twnhs,Reg,530,CemntBd,4,7,1.0,GasA
Unf,0,115,720.0,WD ,Lvl,7879,0.0,5,Typ,TA,CBlock,Abnorml,1920,0.0,34900,0,IDOTRR,Pave,TA,TA,Unf,0,N,2,None,Wd Sdng,1,0,1Story,C (all),0.0,Gable,225.0,FuseA,4,1920.0,CompShg,Norm,TA,495.0,0,2009,N,Norm,No,1950,720,523,30,TA,Rec,TA,0,TA,Inside,Gtl,0,60.0,TA,0.0,0,1,Attchd,0,1Fam,Reg,720,Wd Sdng,4,11,0.0,GasA
RFn,0,0,1604.0,WD ,Lvl,8814,0.0,5,Typ,Gd,PConc,Abnorml,2006,180.0,220000,0,CollgCr,Pave,Gd,TA,Unf,1,Y,3,Stone,VinylSd,1,0,1Story,RL,660.0,Gable,270.0,SBrkr,8,2006.0,CompShg,Norm,TA,1334.0,0,2009,Y,Norm,No,2006,1604,110,20,Ex,GLQ,TA,0,TA,Inside,Gtl,0,68.0,Gd,2.0,123,2,Attchd,1,1Fam,Reg,1604,VinylSd,7,3,1.0,GasA
Fin,0,0,796.0,New,HLS,12018,0.0,5,Typ,Gd,PConc,Partial,2008,60.0,218689,0,Timber,Pave,Gd,TA,Unf,0,Y,3,Stone,VinylSd,1,0,2Story,RL,666.0,Gable,796.0,SBrkr,6,2008.0,CompShg,Norm,TA,0.0,816,2008,Y,Norm,Av,2008,1612,64,60,Ex,Unf,TA,0,TA,Corner,Gtl,0,81.0,Gd,3.0,0,2,Attchd,1,1Fam,IR1,796,VinylSd,7,10,0.0,GasA
Unf,0,0,780.0,WD ,Lvl,7570,0.0,5,Typ,TA,CBlock,Normal,1964,420.0,144750,0,NAmes,Pave,TA,TA,Unf,0,Y,4,BrkFace,HdBoard,1,0,2Story,RL,483.0,Gable,780.0,SBrkr,8,1964.0,CompShg,Norm,TA,0.0,813,2009,Y,Norm,No,1964,1806,55,60,TA,Unf,TA,0,TA,Corner,Gtl,0,76.0,TA,2.0,0,1,Attchd,1,1Fam,Reg,993,HdBoard,6,3,0.0,GasA
RFn,0,0,1337.0,WD ,Lvl,8450,0.0,5,Typ,Gd,PConc,Normal,2003,0.0,185000,0,CollgCr,Pave,Gd,TA,Unf,0,Y,3,None,VinylSd,1,0,1Story,RL,531.0,Gable,638.0,SBrkr,6,2003.0,CompShg,Norm,TA,699.0,0,2007,Y,Norm,Mn,2003,1337,39,20,Ex,GLQ,TA,0,TA,Inside,Gtl,0,65.0,Gd,2.0,0,2,Attchd,0,1Fam,Reg,1337,VinylSd,7,10,1.0,GasA
RFn,0,0,1947.0,WD ,Lvl,19900,0.0,5,Min1,TA,CBlock,Normal,1970,287.0,180000,0,NAmes,Pave,TA,TA,Unf,1,Y,3,BrkFace,Plywood,1,0,1Story,RL,576.0,Gable,1035.0,SBrkr,7,1970.0,CompShg,PosA,TA,912.0,0,2010,Y,Norm,Gd,1989,2207,0,20,TA,GLQ,TA,0,TA,Inside,Gtl,0,69.2075858534085,Gd,2.0,301,2,Attchd,0,1Fam,Reg,2207,Plywood,7,7,1.0,GasA
RFn,0,240,1392.0,WD ,Lvl,13560,0.0,3,Maj2,TA,CBlock,Normal,1968,216.0,110000,0,NAmes,Pave,TA,Fa,Unf,2,Y,2,BrkFace,Wd Sdng,1,0,1Story,RL,576.0,Hip,1392.0,SBrkr,5,1968.0,CompShg,Norm,TA,0.0,0,2009,Y,Norm,No,1968,1392,0,20,Gd,Unf,TA,0,TA,Corner,Gtl,0,120.0,Fa,2.0,0,1,Attchd,0,1Fam,Reg,1392,Wd Sdng,6,7,1.0,GasA
Unf,0,0,1188.0,WD ,Lvl,26142,0.0,7,Typ,TA,CBlock,Normal,1962,189.0,157900,0,Mitchel,Pave,TA,TA,Unf,0,P,3,BrkFace,HdBoard,1,0,1Story,RL,312.0,Gable,595.0,SBrkr,6,1962.0,CompShg,Norm,TA,593.0,0,2010,Y,Norm,No,1962,1188,39,20,TA,Rec,TA,0,TA,CulDSac,Gtl,0,69.2075858534085,TA,1.0,261,1,Attchd,0,1Fam,IR1,1188,HdBoard,5,4,0.0,GasA
Unf,0,143,718.0,WD ,Bnk,10800,0.0,8,Typ,TA,BrkTil,Normal,1890,0.0,159500,0,OldTown,Pave,TA,TA,Unf,0,P,3,None,VinylSd,1,0,2Story,RM,704.0,Gable,718.0,SBrkr,8,1996.0,CompShg,Norm,TA,0.0,978,2007,Y,Norm,No,1998,2554,48,70,Ex,Unf,Gd,0,TA,Inside,Gtl,0,60.0,TA,2.0,0,1,Detchd,1,1Fam,Reg,1576,Wd Sdng,7,7,0.0,GasA
Unf,0,0,1454.0,WD ,Lvl,9928,0.0,5,Typ,TA,PConc,Normal,1991,0.0,210000,0,Mitchel,Pave,TA,TA,Unf,1,Y,3,None,HdBoard,1,0,1Story,RL,506.0,Gable,215.0,SBrkr,6,1991.0,CompShg,Norm,TA,1239.0,0,2007,Y,Norm,No,1992,1478,22,20,TA,GLQ,TA,0,TA,CulDSac,Gtl,0,69.2075858534085,Gd,2.0,114,2,Attchd,0,1Fam,IR1,1478,HdBoard,7,5,1.0,GasA
Fin,0,0,1986.0,WD ,Lvl,14303,0.0,5,Typ,Gd,PConc,Normal,1994,554.0,301500,0,NoRidge,Pave,Gd,TA,Unf,1,Y,2,BrkFace,HdBoard,1,0,1Story,RL,691.0,Hip,672.0,SBrkr,7,1994.0,CompShg,Norm,TA,1314.0,0,2008,Y,Norm,Gd,1994,1987,36,20,Ex,GLQ,TA,0,TA,Corner,Gtl,0,91.0,Gd,2.0,262,2,Attchd,0,1Fam,IR1,1987,HdBoard,8,8,1.0,GasA
Unf,0,0,1003.0,WD ,Lvl,7937,0.0,6,Typ,TA,CBlock,Normal,1984,0.0,142500,0,Mitchel,Pave,TA,TA,Unf,0,Y,3,None,HdBoard,1,0,SLvl,RL,588.0,Gable,184.0,SBrkr,6,1984.0,CompShg,Norm,TA,819.0,0,2006,Y,Norm,Av,1984,1003,0,80,TA,GLQ,TA,0,TA,CulDSac,Gtl,0,37.0,TA,2.0,120,1,Detchd,0,1Fam,IR1,1003,HdBoard,6,3,1.0,GasA
Unf,0,167,716.0,WD ,Lvl,9856,0.0,8,Typ,Gd,PConc,Normal,1900,0.0,169000,0,OldTown,Pave,TA,TA,Unf,0,Y,5,None,CmentBd,1,0,2Story,RM,624.0,Hip,716.0,FuseA,8,1900.0,CompShg,Norm,TA,0.0,1007,2006,Y,Norm,No,2005,2014,72,70,Ex,Unf,Gd,0,TA,Corner,Gtl,0,62.0,Fa,2.0,0,2,Detchd,0,1Fam,Reg,1007,CemntBd,5,6,0.0,GasA
Unf,0,80,190.0,WD ,Lvl,5784,0.0,8,Typ,TA,BrkTil,Normal,1938,0.0,91300,0,OldTown,Pave,TA,TA,Unf,0,Y,2,None,MetalSd,1,0,1Story,RM,273.0,Gable,190.0,FuseA,4,1938.0,CompShg,Artery,TA,0.0,0,2009,Y,Norm,No,1996,886,20,30,Gd,Unf,TA,0,TA,Inside,Gtl,0,50.0,Fa,1.0,144,1,Attchd,0,1Fam,Reg,886,MetalSd,5,12,0.0,GasA
Unf,0,0,483.0,WD ,Lvl,1680,0.0,5,Typ,TA,CBlock,Normal,1973,359.0,103400,0,BrDale,Pave,TA,TA,Unf,0,Y,2,BrkFace,HdBoard,1,0,2Story,RM,264.0,Gable,25.0,SBrkr,5,1973.0,CompShg,Norm,TA,458.0,504,2008,Y,Norm,No,1973,987,0,160,TA,LwQ,TA,0,TA,Inside,Gtl,0,21.0,TA,1.0,52,1,Detchd,1,Twnhs,Reg,483,HdBoard,6,2,0.0,GasA
Unf,0,0,1542.0,New,Lvl,11830,0.0,5,Typ,Gd,PConc,Partial,2007,164.0,260261,0,Somerst,Pave,Gd,TA,Unf,1,Y,3,BrkFace,VinylSd,1,0,1Story,RL,852.0,Gable,322.0,SBrkr,6,2007.0,CompShg,Feedr,TA,1220.0,0,2007,Y,Norm,No,2007,1542,110,20,Ex,GLQ,TA,0,TA,Inside,Gtl,0,91.0,Gd,3.0,168,2,Attchd,0,1Fam,Reg,1542,VinylSd,8,7,1.0,GasA
Fin,0,0,835.0,WD ,Lvl,16219,0.0,5,Typ,Gd,PConc,Normal,2004,0.0,188500,0,Gilbert,Pave,Gd,TA,Unf,0,Y,2,None,VinylSd,1,0,SLvl,RL,437.0,Gable,56.0,SBrkr,5,2004.0,CompShg,Norm,TA,779.0,0,2007,Y,Norm,Gd,2005,1119,24,80,Ex,GLQ,TA,0,TA,Inside,Gtl,0,65.0,Gd,2.0,100,2,Attchd,0,1Fam,IR2,1119,VinylSd,7,4,1.0,GasA
Unf,0,0,952.0,WD ,Lvl,8300,0.0,6,Typ,TA,CBlock,Normal,1968,86.0,128500,0,NAmes,Pave,TA,TA,Unf,0,Y,3,BrkFace,Wd Sdng,1,0,1Story,RL,288.0,Gable,0.0,SBrkr,5,1968.0,CompShg,Norm,TA,952.0,0,2007,Y,Norm,Mn,1968,952,0,20,Gd,Rec,TA,0,TA,Inside,Gtl,0,66.0,TA,1.0,0,1,Attchd,0,1Fam,IR1,952,Wd Sdng,6,8,1.0,GasA
Unf,0,190,803.0,WD ,Lvl,7200,0.0,6,Typ,TA,CBlock,Normal,1938,0.0,125500,0,IDOTRR,Pave,Gd,TA,Unf,0,Y,2,None,Wd Sdng,1,0,1.5Fin,RM,297.0,Gable,803.0,SBrkr,6,1951.0,CompShg,Norm,TA,0.0,557,2006,Y,Norm,No,1995,1360,65,50,Ex,Unf,TA,0,TA,Corner,Gtl,0,60.0,TA,1.0,0,1,Detchd,1,1Fam,Reg,803,Wd Sdng,5,7,0.0,GasA
RFn,0,0,1278.0,New,Lvl,8640,0.0,5,Typ,Gd,PConc,Partial,2006,0.0,198600,0,Somerst,Pave,Gd,TA,Unf,0,Y,2,None,VinylSd,1,0,1Story,FV,584.0,Gable,1254.0,SBrkr,5,2006.0,CompShg,Norm,TA,24.0,0,2006,Y,Norm,No,2006,1278,60,20,Ex,GLQ,TA,0,TA,Inside,Gtl,0,72.0,Gd,2.0,0,2,Attchd,0,1Fam,Reg,1278,VinylSd,8,10,0.0,GasA
